Ár;Mánuður;Heiti;Bankar, sparisjóðir og lánafyrirtæki;Verðbréfa- og fjárfestingarsjóðir;Lífeyrissjóðir;Fyrirtæki;Tryggingafélög;Einstaklingar;Aðrir;Erlendir aðilar
2015;maí;RIKB 16 1013;1494;1666;260;2017;;511;4918;56982
2015;maí;RIKB 17 0206;2709;2803;360;1080;;;1030;8831
2015;maí;RIKB 19 0226;6804;11452;12745;4536;;3389;2281;46956
2015;maí;RIKB 20 0205;4857;10901;4363;3119;;172;1547;5537
2015;maí;RIKB 22 1026;2114;10030;27036;3060;;1413;2206;14730
2015;maí;RIKB 25 0612;1706;5793;63921;1712;;1324;4900;9220
2015;maí;RIKB 31 0124;2392;7411;75133;2334;;385;800;2441
2015;maí;RIKH 18 1009;204803;750;911;1482;;;89;4876
2015;maí;RIKS 15 1001;79;1215;4781;1092;;648;180;149
2015;maí;RIKS 21 0414;5207;19059;22172;5589;;4164;5041;708
2015;maí;RIKS 30 0701;11550;9042;39711;324;;393;290;1037
2015;maí;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2015;maí;Víxlar alls;15;2053;;2100;;24;350;9536
2015;apr;RIKB 16 1013;1302;1516;860;2009;;321;4873;56995
2015;apr;RIKB 17 0206;2394;2598;400;1200;;;770;8831
2015;apr;RIKB 19 0226;7258;10382;13274;4882;;3438;1701;46959
2015;apr;RIKB 20 0205;5380;11056;4030;3387;;175;932;5537
2015;apr;RIKB 22 1026;1708;10444;25906;2904;;1448;2202;14731
2015;apr;RIKB 25 0612;2515;5624;63071;1538;;1335;4880;9100
2015;apr;RIKB 31 0124;2148;8058;74785;2164;;371;800;2421
2015;apr;RIKH 18 1009;205903;650;425;982;;;75;4876
2015;apr;RIKS 15 1001;79;1215;4781;1092;;648;180;149
2015;apr;RIKS 21 0414;4061;18983;22347;6031;;4269;5096;710
2015;apr;RIKS 30 0701;11550;9042;39711;324;;393;290;1037
2015;apr;RIKS 33 0321;12590;413;5187;1443;;4222;2160;8157
2015;apr;Víxlar alls;15;2099;;2100;;24;350;8406
2015;mar;RIKB 15 0408;7462;805;24;4247;;10;1730;10177
2015;mar;RIKB 16 1013;2406;1516;860;1880;;321;4773;56898
2015;mar;RIKB 17 0206;2328;1764;400;910;;;;8831
2015;mar;RIKB 19 0226;7304;9390;12884;6186;;3486;1901;46856
2015;mar;RIKB 20 0205;5979;10771;4202;3166;;360;932;5537
2015;mar;RIKB 22 1026;2435;9980;25991;2194;;1465;2262;14733
2015;mar;RIKB 25 0612;2346;5848;62871;1736;;1370;5140;9104
2015;mar;RIKB 31 0124;2115;8695;73220;2069;;249;756;2441
2015;mar;RIKH 18 1009;205903;650;425;982;;;75;4876
2015;mar;RIKS 15 1001;78;1215;4821;1091;;647;180;149
2015;mar;RIKS 21 0414;4596;18581;22599;5724;;4146;5671;735
2015;mar;RIKS 30 0701;11550;9042;39711;324;;393;290;1037
2015;mar;RIKS 33 0321;12590;413;5187;1443;;4222;2160;8157
2015;mar;Víxlar alls;100;1620;;6000;;24;;4000
2015;feb;RIKB 15 0408;7121;915;24;4047;;10;2455;10148
2015;feb;RIKB 16 1013;806;1553;860;2821;;327;4393;57286
2015;feb;RIKB 17 0206;2498;1925;400;530;;;;8830
2015;feb;RIKB 19 0226;5173;10045;13754;7659;;3807;2183;44783
2015;feb;RIKB 20 0205;2448;12649;5462;3598;;474;1199;5537
2015;feb;RIKB 22 1026;1620;11500;26419;2506;;1544;2638;14731
2015;feb;RIKB 25 0612;1873;6249;62846;1811;;1621;5476;8690
2015;feb;RIKB 31 0124;2131;9172;73905;2212;;250;714;2441
2015;feb;RIKH 18 1009;205903;650;300;982;;;200;4876
2015;feb;RIKS 15 1001;79;1215;4821;1091;;646;180;149
2015;feb;RIKS 21 0414;5563;17470;22619;5108;;4023;5676;893
2015;feb;RIKS 30 0701;11550;9074;39711;295;;393;287;1037
2015;feb;RIKS 33 0321;12744;413;5187;1439;;4131;2160;8098
2015;feb;Víxlar alls;;1353;100;6000;;24;;
2015;jan;RIKB 15 0408;519;1213;374;4489;;10;2475;18691
2015;jan;RIKB 16 1013;1750;1583;860;2821;;91;4393;57870
2015;jan;RIKB 19 0226;3333;11402;15404;8114;;3805;2873;42797
2015;jan;RIKB 20 0205;2129;12141;5152;3858;;472;1134;5533
2015;jan;RIKB 22 1026;1391;11063;28569;2679;;1638;2668;14743
2015;jan;RIKB 25 0612;1635;6323;65237;1783;;1718;5486;6722
2015;jan;RIKB 31 0124;2672;11991;66620;2312;;251;888;1640
2015;jan;RIKH 18 1009;204805;1200;300;1282;;;400;4924
2015;jan;RIKS 15 1001;77;1302;5053;1005;;646;210;149
2015;jan;RIKS 21 0414;8461;16900;21353;4661;;3866;5555;921
2015;jan;RIKS 30 0701;11750;8874;39711;295;;393;287;1037
2015;jan;RIKS 33 0321;12590;413;5187;1439;;3994;2160;7996
2015;jan;Víxlar alls;;1493;100;8900;;24;;
2014;des;RIKB 15 0408;183;1316;374;4489;;10;2425;18884
2014;des;RIKB 16 1013;1105;2508;860;2621;;90;4393;57851
2014;des;RIKB 19 0226;3207;10607;15404;8784;;3916;2873;42813
2014;des;RIKB 20 0205;1293;11655;4382;3859;;472;1134;5519
2014;des;RIKB 22 1026;977;10530;28749;2702;;1642;2968;14798
2014;des;RIKB 25 0612;659;7172;64307;1846;;1722;5736;6724
2014;des;RIKB 31 0124;1794;10670;62120;2354;;424;985;1457
2014;des;RIKH 18 1009;204805;1200;300;1282;;;400;4924
2014;des;RIKS 15 1001;77;1957;5589;874;;646;315;149
2014;des;RIKS 21 0414;4695;15388;19304;4471;;3776;3998;9918
2014;des;RIKS 30 0701;11750;8874;39711;295;;393;287;1037
2014;des;RIKS 33 0321;12590;413;5187;1439;;3994;2160;7890
2014;des;Víxlar alls;;1273;200;9900;;24;;
2014;nóv;RIKB 15 0408;1218;1016;374;4489;;10;2425;18884
2014;nóv;RIKB 16 1013;1293;1594;860;2606;;260;4393;57781
2014;nóv;RIKB 19 0226;2540;9762;16104;8975;;3948;3227;43310
2014;nóv;RIKB 20 0205;3350;10653;3886;3549;;478;1139;5499
2014;nóv;RIKB 22 1026;1714;9822;29710;2669;;1631;3168;14785
2014;nóv;RIKB 25 0612;1706;6849;66628;1687;;1615;5847;6328
2014;nóv;RIKB 31 0124;3603;8793;62016;2334;;279;813;1458
2014;nóv;RIKH 18 1009;204165;1300;300;1822;;;400;4924
2014;nóv;RIKS 15 1001;77;2075;5469;896;;648;315;149
2014;nóv;RIKS 21 0414;5431;16230;18654;4320;;3873;4038;9925
2014;nóv;RIKS 30 0701;11750;8724;39861;295;;393;287;1037
2014;nóv;RIKS 33 0321;12590;413;5187;1320;;4101;2160;8010
2014;nóv;Víxlar alls;100;2114;200;10600;;27;;244
2014;okt;RIKB 15 0408;426;2314;374;4579;;10;2425;19888
2014;okt;RIKB 16 1013;1280;1834;860;2518;;277;4393;57732
2014;okt;RIKB 19 0226;2175;11253;16173;8925;;4049;3577;43844
2014;okt;RIKB 20 0205;636;8306;3766;3025;;464;804;5499
2014;okt;RIKB 22 1026;1803;9182;30510;2654;;1641;2848;12761
2014;okt;RIKB 25 0612;1277;7963;67756;1517;;1495;5511;2765
2014;okt;RIKB 31 0124;927;6347;62772;2112;;150;777;1174
2014;okt;RIKH 18 1009;203615;1350;300;2822;;;400;4424
2014;okt;RIKS 15 1001;77;2125;5419;895;;648;315;149
2014;okt;RIKS 21 0414;4190;17618;17849;4413;;3882;4302;10014
2014;okt;RIKS 30 0701;11750;8978;39609;293;;393;287;1037
2014;okt;RIKS 33 0321;12590;413;5187;1320;;4101;2160;8010
2014;okt;Víxlar alls;;2674;200;9700;;27;;244
2014;sep;RIKB 15 0408;816;;174;4789;;;10319;20033
2014;sep;RIKB 16 1013;2542;;860;2468;;281;10512;57619
2014;sep;RIKB 19 0226;3078;;15358;8944;;4041;26058;42175
2014;sep;RIKB 20 0205;3345;;3106;2884;;568;19700;4397
2014;sep;RIKB 22 1026;2134;;31212;2760;;1905;19640;11386
2014;sep;RIKB 25 0612;1707;;68356;1574;;1574;20296;2765
2014;sep;RIKB 31 0124;1587;;63397;1982;;155;16656;1223
2014;sep;RIKH 18 1009;203515;;300;2822;;;1939;4424
2014;sep;RIKS 15 1001;17;;5375;873;;671;2912;149
2014;sep;RIKS 21 0414;5402;1;16658;4442;;3811;31539;10015
2014;sep;RIKS 30 0701;11750;;39357;290;;393;9573;1037
2014;sep;RIKS 33 0321;12699;;5187;1427;;3898;3293;7996
2014;sep;Víxlar alls;;;300;7500;;27;3538;
2014;ágú;RIKB 15 0408;1015;1318;174;4824;;;2425;24909
2014;ágú;RIKB 16 1013;1379;994;860;2408;;282;3993;62691
2014;ágú;RIKB 19 0226;3054;12164;15698;8218;;3917;3957;41154
2014;ágú;RIKB 20 0205;1336;7738;2600;2165;;706;774;2538
2014;ágú;RIKB 22 1026;1365;7549;31551;2277;;1828;3273;12636
2014;ágú;RIKB 25 0612;1838;6096;69066;1503;;1446;5523;2746
2014;ágú;RIKB 31 0124;1197;4463;58382;1692;;150;672;1127
2014;ágú;RIKH 18 1009;202985;1450;300;3722;;;;4454
2014;ágú;RIKS 15 1001;180;2043;5375;934;;671;454;149
2014;ágú;RIKS 21 0414;4475;20058;17048;4531;;3742;4527;8515
2014;ágú;RIKS 30 0701;11750;9235;39357;290;;393;286;1037
2014;ágú;RIKS 33 0321;12692;413;5187;1427;;3841;2160;7978
2014;ágú;Víxlar alls;;2649;300;6900;;29;130;117
2014;júl;RIKB 15 0408;750;1238;174;1839;;;2405;27909
2014;júl;RIKB 16 1013;644;1044;960;2408;;284;3693;62656
2014;júl;RIKB 19 0226;3076;11271;15398;9133;;3132;4657;41199
2014;júl;RIKB 20 0205;1106;6961;2502;2165;;710;824;2538
2014;júl;RIKB 22 1026;892;9000;31451;1914;;1839;3473;12464
2014;júl;RIKB 25 0612;598;6025;69460;1885;;1030;5712;2746
2014;júl;RIKB 31 0124;1398;4538;58289;1715;;257;717;1127
2014;júl;RIKH 18 1009;202444;1750;300;3722;;;;4695
2014;júl;RIKS 15 1001;230;1779;5569;956;;669;454;149
2014;júl;RIKS 21 0414;5162;19054;16948;4331;;3752;4327;7515
2014;júl;RIKS 30 0701;11750;9235;39357;290;;393;286;1037
2014;júl;RIKS 33 0321;12730;413;5187;1427;;3803;2160;7978
2014;júl;Víxlar alls;;2429;300;4878;;29;130;117
2014;jún;RIKB 15 0408;713;1129;174;1839;;;2205;28456
2014;jún;RIKB 16 1013;1517;850;960;2408;;286;3293;63301
2014;jún;RIKB 19 0226;3541;12000;15352;9004;;2809;4512;41241
2014;jún;RIKB 20 0205;1494;7143;2502;2034;;674;711;2501
2014;jún;RIKB 22 1026;2929;9349;31450;1914;;1847;3473;11582
2014;jún;RIKB 25 0612;1304;5567;69260;1893;;1014;5722;2997
2014;jún;RIKB 31 0124;1273;4555;57880;1735;;339;717;1129
2014;jún;RIKH 18 1009;202404;1750;300;3722;;;;4735
2014;jún;RIKS 15 1001;229;1585;5740;978;;671;454;149
2014;jún;RIKS 21 0414;5763;19470;16826;4382;;3916;4287;7503
2014;jún;RIKS 30 0701;11750;9235;39357;290;;393;286;1037
2014;jún;RIKS 33 0321;12969;413;5187;1374;;3632;2160;7962
2014;jún;Víxlar alls;250;2845;200;4578;;29;130;
2014;maí;RIKB 15 0408;590;790;174;1729;;;2145;29582
2014;maí;RIKB 16 1013;668;1451;960;2328;;287;3293;64671
2014;maí;RIKB 19 0226;4190;10971;15453;8994;;2829;4612;41367
2014;maí;RIKB 20 0205;1570;6288;2502;2014;;674;711;2484
2014;maí;RIKB 22 1026;1293;8979;31650;1869;;1867;3473;11578
2014;maí;RIKB 25 0612;1646;5793;68530;1887;;1021;5722;3496
2014;maí;RIKB 31 0124;1337;5164;56850;1595;;356;717;1129
2014;maí;RIKH 18 1009;202404;1750;300;3722;;;;4735
2014;maí;RIKS 15 1001;43;1958;5675;978;;657;454;149
2014;maí;RIKS 21 0414;4493;19677;18285;4368;;3943;4374;7524
2014;maí;RIKS 30 0701;11750;9235;39357;290;;393;286;1037
2014;maí;RIKS 33 0321;12832;413;5187;1387;;3608;2160;7911
2014;maí;Víxlar alls;270;2615;300;4578;;;130;
2014;apr;RIKB 15 0408;557;790;174;1779;;;2145;29565
2014;apr;RIKB 16 1013;851;928;960;2329;;287;3293;64610
2014;apr;RIKB 19 0226;4585;10509;15339;9034;;2845;4600;41353
2014;apr;RIKB 20 0205;1509;5838;2331;2014;;626;711;1484
2014;apr;RIKB 22 1026;1528;9481;31690;1821;;1871;3473;10447
2014;apr;RIKB 25 0612;1756;5512;69105;1916;;1138;5697;3520
2014;apr;RIKB 31 0124;1348;5555;56855;1545;;357;759;1129
2014;apr;RIKH 18 1009;200092;1400;100;3722;;;;7597
2014;apr;RIKS 15 1001;43;1948;5675;996;;657;497;149
2014;apr;RIKS 21 0414;3090;20006;18487;4381;;4090;4318;7559
2014;apr;RIKS 30 0701;13050;8035;39257;290;;393;286;1037
2014;apr;RIKS 33 0321;12757;413;5187;1363;;3419;2160;7912
2014;apr;Víxlar alls;270;2685;300;4078;;30;130;
2014;mar;RIKB 15 0408;1000;790;174;1779;;;2095;27787
2014;mar;RIKB 16 1013;871;966;960;2299;;320;3293;60025
2014;mar;RIKB 19 0226;5368;12431;15572;8723;;3196;4600;37929
2014;mar;RIKB 20 0205;2011;4346;1631;2016;;678;711;1419
2014;mar;RIKB 22 1026;1829;9608;31973;1528;;2078;3462;10442
2014;mar;RIKB 25 0612;1947;5469;69535;1927;;1050;5672;3254
2014;mar;RIKB 31 0124;1260;5713;57855;1497;;411;759;1122
2014;mar;RIKH 18 1009;199892;1400;100;3222;;;500;7797
2014;mar;RIKS 15 1001;43;1947;5675;996;;658;497;149
2014;mar;RIKS 21 0414;3220;20241;18375;3929;;4423;4343;7520
2014;mar;RIKS 30 0701;13950;7135;39257;290;;393;286;1037
2014;mar;RIKS 33 0321;12802;413;5187;1510;;3293;2160;7847
2014;mar;Víxlar alls;270;2535;200;4078;;30;;
2014;feb;RIKB 14 0314;912;2104;70;3371;;210;934;22059
2014;feb;RIKB 15 0408;317;568;50;1729;;;1675;21532
2014;feb;RIKB 16 1013;1335;1627;960;2299;;350;3296;54887
2014;feb;RIKB 19 0226;5865;12505;16516;8945;;2839;4050;36888
2014;feb;RIKB 20 0205;1556;4040;1709;1040;;635;418;11
2014;feb;RIKB 22 1026;1333;8958;33038;1525;;2081;3462;10393
2014;feb;RIKB 25 0612;1866;5007;70985;1861;;1124;5650;3164
2014;feb;RIKB 31 0124;639;5158;58733;1515;;371;781;1121
2014;feb;RIKH 18 1009;199690;1350;;3222;;;500;8149
2014;feb;RIKS 15 1001;23;2110;5571;996;;661;456;149
2014;feb;RIKS 21 0414;3688;20736;18670;4122;;4682;4393;6520
2014;feb;RIKS 30 0701;13950;6935;39457;290;;393;286;1037
2014;feb;RIKS 33 0321;12852;413;5187;1510;;3242;2160;7847
2014;feb;Víxlar alls;400;1770;;4278;;30;;
2014;jan;RIKB 14 0314;1070;2139;70;3623;;211;934;23930
2014;jan;RIKB 15 0408;711;613;50;1490;;;1675;20632
2014;jan;RIKB 16 1013;1357;1362;960;2277;;320;3196;55980
2014;jan;RIKB 19 0226;5012;10680;16996;9169;;2759;4040;40402
2014;jan;RIKB 22 1026;2120;7774;33112;1818;;1735;3262;10370
2014;jan;RIKB 25 0612;1918;4699;70505;1641;;914;6027;3164
2014;jan;RIKB 31 0124;1582;5383;57962;1490;;373;781;1105
2014;jan;RIKH 18 1009;199912;1150;;3200;;;500;8149
2014;jan;RIKS 15 1001;24;2140;5533;996;;668;456;149
2014;jan;RIKS 21 0414;2724;21317;18990;4564;;4664;4303;6768
2014;jan;RIKS 30 0701;14950;7226;38197;286;;393;258;1037
2014;jan;RIKS 33 0321;12795;413;5187;1316;;3109;2160;4114
2014;jan;Víxlar alls;400;2270;;3924;;36;200;
2013;des;RIKB 14 0314;3843;1331;70;6961;;217;934;25238
2013;des;RIKB 15 0408;5408;519;90;1450;;;1675;20604
2013;des;RIKB 16 1013;1359;777;960;2291;;322;3196;55988
2013;des;RIKB 19 0226;5521;9884;17626;8036;;2799;4036;40211
2013;des;RIKB 22 1026;2215;7672;33378;1724;;1489;2717;10363
2013;des;RIKB 25 0612;1690;5235;70877;1583;;811;5452;3465
2013;des;RIKB 31 0124;2012;5904;56962;1430;;373;781;1105
2013;des;RIKH 18 1009;199917;1150;;3200;;;500;8144
2013;des;RIKS 15 1001;237;2440;5656;996;;668;456;149
2013;des;RIKS 21 0414;2443;22000;19845;2957;;4884;4677;6838
2013;des;RIKS 30 0701;14950;7226;38197;286;;393;258;1037
2013;des;RIKS 33 0321;12814;413;5187;1316;;3090;2160;4114
2013;des;Víxlar alls;10316;7160;;3874;;36;200;
2013;nóv;RIKB 14 0314;4173;1231;70;6995;;217;934;27852
2013;nóv;RIKB 15 0408;5771;394;490;1430;;;1475;20586
2013;nóv;RIKB 16 1013;2735;811;960;2201;;347;3196;56483
2013;nóv;RIKB 19 0226;5325;10319;17419;7951;;2809;3993;40247
2013;nóv;RIKB 22 1026;1759;10631;31724;1744;;1529;2469;10004
2013;nóv;RIKB 25 0612;2148;5120;71407;1569;;847;5657;3465
2013;nóv;RIKB 31 0124;971;7607;57215;1457;;281;881;1105
2013;nóv;RIKH 18 1009;200542;725;;3000;;;500;8144
2013;nóv;RIKS 15 1001;237;2433;5656;996;;677;454;149
2013;nóv;RIKS 21 0414;3094;22613;19855;2819;;5007;4677;6855
2013;nóv;RIKS 30 0701;18150;5426;36797;286;;393;258;1037
2013;nóv;RIKS 33 0321;12729;413;5187;1316;;3090;2160;4114
2013;nóv;Víxlar alls;8616;7780;;3624;;36;400;1750
2013;okt;RIKB 14 0314;3895;1034;189;6998;;217;1715;27927
2013;okt;RIKB 15 0408;5342;689;490;1375;;;975;20576
2013;okt;RIKB 16 1013;1090;2161;960;2199;;354;2996;57445
2013;okt;RIKB 19 0226;5549;11466;17277;8396;;2875;3793;39557
2013;okt;RIKB 22 1026;3065;10089;29283;2143;;1544;2407;9977
2013;okt;RIKB 25 0612;1610;4877;72917;1586;;819;5447;3465
2013;okt;RIKB 31 0124;1095;6768;54623;1457;;282;831;1087
2013;okt;RIKH 18 1009;200542;725;;3000;;;500;8144
2013;okt;RIKS 15 1001;236;2492;6056;659;;679;454;149
2013;okt;RIKS 21 0414;2763;23638;18715;3065;;5021;3969;6855
2013;okt;RIKS 30 0701;18150;5426;36797;286;;393;258;1037
2013;okt;RIKS 33 0321;12733;413;5187;1327;;3083;2160;4100
2013;okt;Víxlar alls;11466;9013;;3624;;37;370;3408
2013;sep;RIKB 14 0314;3935;1064;189;6865;;217;1615;29341
2013;sep;RIKB 15 0408;5208;910;490;1375;;;975;20445
2013;sep;RIKB 16 1013;523;1421;960;2319;;366;2996;57479
2013;sep;RIKB 19 0226;5038;10362;18140;8377;;2903;3793;40000
2013;sep;RIKB 22 1026;4412;11604;28022;2059;;1505;2301;9907
2013;sep;RIKB 25 0612;1126;4767;72599;1632;;759;5447;3514
2013;sep;RIKB 31 0124;1036;6213;54153;1321;;274;718;1087
2013;sep;RIKH 18 1009;201002;925;;3000;;;500;7484
2013;sep;RIKS 15 1001;210;2517;6256;659;;679;454;149
2013;sep;RIKS 21 0414;2930;24766;18550;3428;;5128;4064;6832
2013;sep;RIKS 30 0701;18050;5526;36797;286;;393;258;1037
2013;sep;RIKS 33 0321;12677;413;5187;1229;;2845;2160;3831
2013;sep;Víxlar alls;6906;4813;;1374;;37;470;4708
2013;ágú;RIKB 14 0314;4404;570;189;6551;;237;1515;30328
2013;ágú;RIKB 15 0408;5356;324;490;1351;;;975;19280
2013;ágú;RIKB 16 1013;1229;1248;960;2319;;375;2996;57467
2013;ágú;RIKB 19 0226;3528;11460;18517;8347;;3062;3576;40212
2013;ágú;RIKB 22 1026;2416;11751;26867;1276;;1419;2111;6747
2013;ágú;RIKB 25 0612;2304;4102;72643;1635;;773;5447;3514
2013;ágú;RIKB 31 0124;1554;5163;50193;1134;;263;718;1087
2013;ágú;RIKH 18 1009;200702;1225;;3000;;;500;7484
2013;ágú;RIKS 15 1001;180;2487;6316;659;;679;454;149
2013;ágú;RIKS 21 0414;2469;23506;18407;3511;;5059;3664;6826
2013;ágú;RIKS 30 0701;18050;5726;36597;286;;393;258;1037
2013;ágú;RIKS 33 0321;12818;143;5187;1017;;2675;2160;3818
2013;ágú;Víxlar alls;8031;5843;;4149;;37;570;8708
2013;júl;RIKB 14 0314;4571;604;189;6551;;237;1515;30272
2013;júl;RIKB 15 0408;6546;1667;490;1301;;;975;17096
2013;júl;RIKB 16 1013;273;1288;960;2496;;943;2996;57485
2013;júl;RIKB 19 0226;2473;11972;18667;8453;;3140;3673;40161
2013;júl;RIKB 22 1026;2281;11509;26761;1199;;1277;2111;6737
2013;júl;RIKB 25 0612;805;3729;73108;1823;;1491;5462;3516
2013;júl;RIKB 31 0124;682;5252;48353;1185;;263;698;1029
2013;júl;RIKH 18 1009;200702;1225;;3000;;;500;7484
2013;júl;RIKS 15 1001;180;2487;6316;659;;679;454;149
2013;júl;RIKS 21 0414;3185;24479;18083;3393;;4984;3514;5803
2013;júl;RIKS 30 0701;17750;5854;36769;286;;393;258;1037
2013;júl;RIKS 33 0321;12818;143;5187;1020;;2672;2160;3818
2013;júl;Víxlar alls;7770;4940;;4125;;37;570;8725
2013;jún;RIKB 14 0314;3662;954;189;6310;;237;1465;30242
2013;jún;RIKB 15 0408;3408;700;390;846;;;925;16027
2013;jún;RIKB 16 1013;1336;1338;960;2026;;945;2996;57443
2013;jún;RIKB 19 0226;2533;12938;19277;7013;;3235;3710;39828
2013;jún;RIKB 22 1026;1836;8705;26983;471;;1410;1932;6715
2013;jún;RIKB 25 0612;1141;3661;73391;1607;;1496;5462;3528
2013;jún;RIKB 31 0124;918;4549;45074;129;;174;470;928
2013;jún;RIKH 18 1009;200862;1125;;3000;;;500;7424
2013;jún;RIKS 15 1001;180;2487;6316;659;;679;454;149
2013;jún;RIKS 21 0414;2645;25054;18113;2961;;4925;3514;5765
2013;jún;RIKS 30 0701;17750;5854;36769;286;;393;258;1037
2013;jún;RIKS 33 0321;12835;143;5187;1017;;2663;2160;3812
2013;jún;Víxlar alls;4270;4670;;4025;;37;570;11025
2013;maí;RIKB 14 0314;3450;1364;189;6349;;237;1565;23946
2013;maí;RIKB 15 0408;3900;1500;390;846;;;925;14330
2013;maí;RIKB 16 1013;767;1483;960;2050;;946;3026;56605
2013;maí;RIKB 19 0226;3285;11460;21057;7014;;3253;4220;39467
2013;maí;RIKB 22 1026;1665;8942;26633;499;;1411;1922;6530
2013;maí;RIKB 25 0612;958;3942;73191;1607;;1501;5462;3151
2013;maí;RIKB 31 0124;842;5621;43554;128;;176;250;917
2013;maí;RIKH 18 1009;203368;1825;;3000;;;500;4218
2013;maí;RIKS 15 1001;187;2480;6316;659;;679;454;149
2013;maí;RIKS 21 0414;3873;25817;18068;2988;;4724;3414;3794
2013;maí;RIKS 30 0701;21160;3784;35429;286;;393;258;1037
2013;maí;RIKS 33 0321;12617;143;5187;978;;2557;2160;768
2013;maí;Víxlar alls;4265;4315;;4046;;37;370;18025
2013;apr;RIKB 13 0517;8063;1155;868;2692;;1767;6697;63588
2013;apr;RIKB 14 0314;3306;2351;189;4999;;237;1565;16962
2013;apr;RIKB 15 0408;2201;1880;590;846;;;550;7003
2013;apr;RIKB 16 1013;962;1395;960;2152;;927;3031;52707
2013;apr;RIKB 19 0226;4043;13350;25304;7402;;3284;4734;30406
2013;apr;RIKB 22 1026;1548;7332;23181;669;;1455;2002;6095
2013;apr;RIKB 25 0612;725;4259;72161;1747;;1104;5547;2970
2013;apr;RIKB 31 0124;1285;6421;42054;128;;178;250;872
2013;apr;RIKH 18 1009;206568;1925;;3000;;;500;918
2013;apr;RIKS 15 1001;186;2560;6436;659;;681;454;149
2013;apr;RIKS 21 0414;4753;27553;17762;3302;;4152;3390;1415
2013;apr;RIKS 30 0701;21160;3784;35429;286;;393;258;1037
2013;apr;RIKS 33 0321;12623;143;4672;1012;;2259;2160;576
2013;apr;Víxlar alls;4265;4530;;5171;;;200;15000
2013;mar;RIKB 13 0517;10169;2158;968;3295;;1767;6697;66143
2013;mar;RIKB 14 0314;3297;2851;189;5004;;237;1565;17006
2013;mar;RIKB 15 0408;930;350;40;;;;;6000
2013;mar;RIKB 16 1013;1710;1801;1360;2167;;920;3031;52565
2013;mar;RIKB 19 0226;3714;12468;25751;7399;;3330;4749;30461
2013;mar;RIKB 22 1026;1111;8786;22887;609;;1464;1703;5923
2013;mar;RIKB 25 0612;1132;4259;71666;1729;;1102;5512;3062
2013;mar;RIKB 31 0124;1141;4514;39742;107;;52;250;871
2013;mar;RIKH 18 1009;206774;1725;;3000;;;500;912
2013;mar;RIKS 15 1001;176;2560;6436;659;;688;454;149
2013;mar;RIKS 21 0414;4499;28567;17350;3272;;4121;3370;1278
2013;mar;RIKS 30 0701;21160;3792;35429;286;;385;258;1037
2013;mar;RIKS 33 0321;589;143;4672;663;;2157;2160;472
2013;mar;Víxlar alls;4265;4160;;5171;;;530;19500
2013;feb;RIKB 13 0517;8640;2297;968;3295;;1735;6697;75267
2013;feb;RIKB 14 0314;2296;1426;189;1704;;237;1365;25492
2013;feb;RIKB 16 1013;1726;1488;1506;1208;;982;3183;55912
2013;feb;RIKB 19 0226;3074;12337;28128;7313;;3705;5459;28002
2013;feb;RIKB 22 1026;1764;9697;23570;620;;1631;1411;3003
2013;feb;RIKB 25 0612;1230;3840;71851;1959;;1322;5573;2497
2013;feb;RIKB 31 0124;1210;4144;39227;108;;117;70;826
2013;feb;RIKH 18 1009;208886;1725;;1500;;;500;300
2013;feb;RIKS 15 1001;176;2675;6556;544;;688;334;149
2013;feb;RIKS 21 0414;3788;26031;17651;4125;;4427;3674;3888
2013;feb;RIKS 30 0701;21160;4147;35074;286;;385;258;1037
2013;feb;RIKS 33 0321;83;143;4672;604;;2059;2160;472
2013;feb;Víxlar alls;3265;4900;;5171;;39;580;10500
2013;jan;RIKB 13 0517;6918;1985;968;3277;;1741;6697;83238
2013;jan;RIKB 14 0314;2418;844;189;1704;;237;1365;25492
2013;jan;RIKB 16 1013;965;2113;1506;844;;1070;3483;54078
2013;jan;RIKB 19 0226;3470;12694;30732;7316;;3815;5469;25577
2013;jan;RIKB 22 1026;2594;9052;22370;562;;1382;1311;1450
2013;jan;RIKB 25 0612;2561;3772;72076;2044;;1276;5573;1741
2013;jan;RIKB 31 0124;2192;1689;36677;108;;117;70;825
2013;jan;RIKH 18 1009;209086;1525;;1500;;;500;300
2013;jan;RIKS 15 1001;176;2575;6656;544;;688;334;149
2013;jan;RIKS 21 0414;4203;27901;17751;3566;;4106;3674;882
2013;jan;RIKS 30 0701;22160;3347;34874;286;;385;258;1037
2013;jan;RIKS 33 0321;84;143;4499;302;;1940;2160;450
2013;jan;Víxlar alls;4095;6835;;5321;;39;580;15500
2012;des;RIKB 13 0517;1049;1995;968;3277;;1743;6697;89105
2012;des;RIKB 14 0314;2086;1704;234;1704;;190;1375;22211
2012;des;RIKB 16 1013;1034;1943;2036;1537;;2051;3848;52912
2012;des;RIKB 19 0226;3755;13388;30695;7455;;3902;5348;23923
2012;des;RIKB 22 1026;793;8924;20070;399;;290;961;1146
2012;des;RIKB 25 0612;1606;5157;71076;1965;;1188;5673;1644
2012;des;RIKB 31 0124;592;1585;34527;87;;115;70;721
2012;des;RIKH 18 1009;208736;1875;;1500;;;500;300
2012;des;RIKS 15 1001;176;2584;6652;544;;688;329;149
2012;des;RIKS 21 0414;3732;28881;17701;3033;;3955;3674;863
