Ár;Mánuður;Heiti;Bankar, sparisjóðir og lánafyrirtæki;Verðbréfa- og fjárfestingarsjóðir;Lífeyrissjóðir;Fyrirtæki;Tryggingafélög;Einstaklingar;Aðrir;Erlendir aðilar
2021;mar;RIKB 25 0612;21627;13774;50199;2118;;2334;2843;1806
2021;mar;RIKB 28 1115;5080;7234;42629;1874;;191;4747;15873
2021;mar;RIKB 31 0124;5522;9037;59896;2052;;200;4931;18598
2021;mar;RIKS 21 0414;25065;8770;8184;673;;2472;25;81
2021;mar;RIKS 26 0216;6625;15409;3131;1187;;1787;178;4
2021;mar;RIKS 30 0701;12794;10999;47685;1073;;1009;347;1
2021;mar;RIKS 33 0321;15031;8982;35091;1119;;1960;373;66
2021;mar;Víxlar alls;51430;4950;90;190;;;240;30
2021;feb;RIKB 21 0805;36180;17308;3575;155;;97;576;180
2021;feb;RIKB 22 1026;41074;11942;23136;919;;1000;939;1339
2021;feb;RIKB 23 0515;44133;6987;10093;498;;30;2382;4
2021;feb;RIKB 25 0612;21887;13427;50249;2161;;2402;1486;1809
2021;feb;RIKB 28 1115;6009;7770;41719;1774;;192;3932;15873
2021;feb;RIKB 31 0124;7667;9431;59031;2074;;209;3981;17684
2021;feb;RIKS 21 0414;26231;8969;8484;673;;2498;25;82
2021;feb;RIKS 26 0216;6036;15713;3119;1041;;1480;140;9
2021;feb;RIKS 30 0701;13397;10941;47495;977;;884;317;1
2021;feb;RIKS 33 0321;15157;8533;31797;1071;;2098;363;66
2021;feb;Víxlar alls;51930;3850;;140;;;130;
2021;jan;RIKB 21 0805;35924;17290;3575;199;;97;606;180
2021;jan;RIKB 22 1026;40265;12221;23136;1102;;1002;1068;1255
2021;jan;RIKB 23 0515;43998;7612;10053;498;;30;1932;4
2021;jan;RIKB 25 0612;20599;13821;49849;2495;;2422;1531;1996
2021;jan;RIKB 28 1115;5766;7609;41053;1777;;197;3899;15688
2021;jan;RIKB 31 0124;5629;8007;56585;1657;;205;3926;16186
2021;jan;RIKS 21 0414;23632;10336;9173;705;;2511;25;621
2021;jan;RIKS 26 0216;6907;12487;3134;1142;;1108;140;5
2021;jan;RIKS 30 0701;13292;10483;45985;950;;889;287;1
2021;jan;RIKS 33 0321;18080;8915;29092;1227;;2090;338;90
2021;jan;Víxlar alls;56658;5200;4567;424;;;50;651
2020;des;RIKB 21 0805;35879;14115;3675;199;;130;606;4047
2020;des;RIKB 22 1026;39016;12526;23471;1096;;1029;1129;1634
2020;des;RIKB 23 0515;42948;7562;9778;488;;30;1917;4
2020;des;RIKB 25 0612;18590;13939;49180;1972;;2380;1331;4966
2020;des;RIKB 28 1115;1816;7588;39827;1018;;300;3299;15684
2020;des;RIKB 31 0124;5736;7930;56888;997;;205;3426;16264
2020;des;RIKS 21 0414;23720;10520;9635;715;;2522;25;621
2020;des;RIKS 26 0216;5801;11947;3099;786;;935;85;
2020;des;RIKS 30 0701;12746;11073;45915;900;;841;287;
2020;des;RIKS 33 0321;15002;6342;24503;1195;;1904;270;84
2020;des;Víxlar alls;85482;6836;4567;554;;20;50;651
2020;nóv;RIKB 21 0805;36134;13286;4367;347;;134;636;4047
2020;nóv;RIKB 22 1026;39811;13359;22075;1337;;1071;1169;1630
2020;nóv;RIKB 23 0515;44568;5645;9427;288;;15;1583;4
2020;nóv;RIKB 25 0612;16466;14821;48201;1903;;2149;536;5366
2020;nóv;RIKB 28 1115;4271;8073;38152;1051;;303;2499;15185
2020;nóv;RIKB 31 0124;8441;8320;55048;987;;225;2626;15944
2020;nóv;RIKS 21 0414;24042;12163;11175;715;;2532;25;869
2020;nóv;RIKS 26 0216;6636;12709;2948;576;;772;67;
2020;nóv;RIKS 30 0701;13258;11316;44586;825;;840;287;
2020;nóv;RIKS 33 0321;14166;5448;21140;1194;;2123;213;60
2020;nóv;Víxlar alls;102488;6286;4122;644;;20;50;501
2020;okt;RIKB 21 0805;34908;13200;4367;367;;134;636;5265
2020;okt;RIKB 22 1026;35636;13396;22394;1524;;1775;1194;4433
2020;okt;RIKB 23 0515;31895;4820;7227;288;;;1073;
2020;okt;RIKB 25 0612;15428;13132;48826;1720;;1406;584;7661
2020;okt;RIKB 28 1115;3569;9231;36294;1060;;317;869;12693
2020;okt;RIKB 31 0124;7629;8557;53828;947;;225;1042;19698
2020;okt;RIKS 21 0414;24663;13428;12244;790;;2615;25;869
2020;okt;RIKS 26 0216;6306;12199;2985;519;;624;60;
2020;okt;RIKS 30 0701;13255;12216;44401;808;;804;263;1
2020;okt;RIKS 33 0321;14038;5169;16246;1305;;2164;193;60
2020;okt;Víxlar alls;142550;7416;4402;1637;;60;450;
2020;sep;RIKB 21 0805;35285;12596;4510;424;;142;636;5265
2020;sep;RIKB 22 1026;29589;12420;22457;1491;;1855;1194;7387
2020;sep;RIKB 23 0515;25015;3790;4720;95;;;685;
2020;sep;RIKB 25 0612;6299;13572;48419;1607;;1045;810;12608
2020;sep;RIKB 28 1115;6028;8731;35978;1030;;296;869;11482
2020;sep;RIKB 31 0124;3505;4947;53728;926;;225;980;28522
2020;sep;RIKS 21 0414;26104;16212;12507;790;;2629;25;871
2020;sep;RIKS 26 0216;5552;10433;3469;555;;606;60;
2020;sep;RIKS 30 0701;13199;12327;44443;808;;793;253;1
2020;sep;RIKS 33 0321;13075;4557;14111;702;;2100;1686;464
2020;sep;Víxlar alls;106800;5316;2195;962;;40;250;
2020;ágú;RIKB 21 0805;36664;14758;4465;549;;167;636;1398
2020;ágú;RIKB 22 1026;28962;12586;22635;1369;;1960;1209;7512
2020;ágú;RIKB 23 0515;20755;1100;4170;95;;;685;
2020;ágú;RIKB 25 0612;4435;14022;48669;1633;;1095;855;14042
2020;ágú;RIKB 28 1115;5632;8070;36068;978;;276;869;12321
2020;ágú;RIKB 31 0124;4901;4990;53516;795;;161;800;28561
2020;ágú;RIKS 21 0414;26722;15984;13121;791;;2635;25;871
2020;ágú;RIKS 26 0216;5453;10007;3566;655;;580;60;
2020;ágú;RIKS 30 0701;13078;12140;44443;840;;799;253;1
2020;ágú;RIKS 33 0321;12767;4209;12422;682;;2080;1551;463
2020;ágú;Víxlar alls;131800;6760;4240;1117;;46;250;
2020;júl;RIKB 21 0805;37017;16128;2675;1662;;237;300;1544
2020;júl;RIKB 22 1026;21141;15076;21168;5062;;2146;771;12942
2020;júl;RIKB 25 0612;3222;15546;47220;9414;;1082;683;14842
2020;júl;RIKB 28 1115;7282;9038;35043;5563;;235;756;11331
2020;júl;RIKB 31 0124;3462;5167;48779;5568;;181;591;28829
2020;júl;RIKS 21 0414;25049;17755;12121;2350;;2604;99;904
2020;júl;RIKS 26 0216;5665;8463;3638;6625;;542;60;39
2020;júl;RIKS 30 0701;12759;12915;43912;2054;;787;275;5
2020;júl;RIKS 33 0321;12595;5397;11184;1541;;1394;30;1168
2020;júl;Víxlar alls;143850;7410;2335;1337;;46;85;
2020;jún;RIKB 21 0805;25284;15537;2595;1995;;237;1321;1544
2020;jún;RIKB 22 1026;21141;14853;20906;5268;;2150;3438;13356
2020;jún;RIKB 25 0612;3315;16001;46610;9324;;1085;3645;14842
2020;jún;RIKB 28 1115;5897;8210;34600;5501;;326;3423;13970
2020;jún;RIKB 31 0124;3688;5198;48794;5663;;176;2751;29386
2020;jún;RIKS 21 0414;25073;17350;12121;2636;;2606;1480;904
2020;jún;RIKS 26 0216;5815;9054;3838;6475;;542;1015;39
2020;jún;RIKS 30 0701;13274;12702;43912;1824;;790;1641;5
2020;jún;RIKS 33 0321;12595;5377;11184;1546;;1410;873;1168
2020;jún;Víxlar alls;141400;8720;330;1682;;46;285;
2020;maí;RIKB 21 0805;21878;14718;2595;1703;;247;1393;1780
2020;maí;RIKB 22 1026;17419;14923;23059;5673;;2233;2979;15087
2020;maí;RIKB 25 0612;2949;16247;45920;9524;;1074;3685;15723
2020;maí;RIKB 28 1115;4347;8127;33118;5318;;328;3174;13996
2020;maí;RIKB 31 0124;4027;4937;47320;6128;;117;2911;29827
2020;maí;RIKS 21 0414;24689;17512;12241;2651;;2694;1480;904
2020;maí;RIKS 26 0216;5860;9104;4028;5275;;542;970;39
2020;maí;RIKS 30 0701;12837;12672;44232;1994;;792;1591;5
2020;maí;RIKS 33 0321;12595;5377;11184;1546;;1418;865;1168
2020;maí;Víxlar alls;132000;9520;390;1395;;132;305;
2020;apr;RIKB 21 0805;21178;14754;2664;2263;;237;1438;1780
2020;apr;RIKB 22 1026;13389;16113;25937;6474;;2316;3117;14088
2020;apr;RIKB 25 0612;3537;14436;44880;9415;;1080;3364;14790
2020;apr;RIKB 28 1115;4153;8077;31919;4934;;329;3493;14429
2020;apr;RIKB 31 0124;3904;4150;47270;6488;;114;2861;29630
2020;apr;RIKS 21 0414;23083;15883;14741;3106;;2715;1721;904
2020;apr;RIKS 26 0216;5905;8563;4028;4975;;542;970;39
2020;apr;RIKS 30 0701;13550;12423;43816;1925;;792;1431;5
2020;apr;RIKS 33 0321;12595;5332;10970;1548;;1422;875;1412
2020;apr;Víxlar alls;90000;5420;155;1115;;132;220;
2020;mar;RIKB 21 0805;6573;8974;1144;2098;;113;918;1780
2020;mar;RIKB 22 1026;12541;16421;25999;7006;;2163;3210;14094
2020;mar;RIKB 25 0612;4859;14133;45510;9765;;1103;3304;12828
2020;mar;RIKB 28 1115;5395;7187;30658;4731;;306;3262;15992
2020;mar;RIKB 31 0124;3497;4350;46855;6473;;114;2611;30046
2020;mar;RIKS 21 0414;23108;16077;14541;3020;;2780;1723;904
2020;mar;RIKS 26 0216;5984;7553;3688;4413;;541;660;39
2020;mar;RIKS 30 0701;14228;11917;43692;1802;;792;1556;5
2020;mar;RIKS 33 0321;12595;5329;10904;1548;;1428;875;1474
2020;mar;Víxlar alls;38700;3720;55;647;;20;220;
2020;feb;RIKB 21 0805;6230;9167;744;1362;;17;1058;2028
2020;feb;RIKB 22 1026;9417;16443;27297;7409;;2313;3803;14573
2020;feb;RIKB 25 0612;2034;12984;46652;9791;;1088;3064;16614
2020;feb;RIKB 28 1115;3725;6588;31607;4428;;293;2412;18929
2020;feb;RIKB 31 0124;3808;4152;47755;5832;;114;1822;31029
2020;feb;RIKS 21 0414;23562;17301;13616;2380;;2890;2549;904
2020;feb;RIKS 26 0216;6535;8336;3644;4013;;541;583;
2020;feb;RIKS 30 0701;14014;11577;45477;1573;;668;1429;3
2020;feb;RIKS 33 0321;12745;5327;10884;1276;;1430;837;1653
2020;feb;Víxlar alls;35600;2840;405;1567;;;120;
2020;jan;RIKB 20 0205;28543;9025;10174;2226;;746;1463;4705
2020;jan;RIKB 21 0805;3221;5006;629;1121;;17;948;1601
2020;jan;RIKB 22 1026;7143;17134;27037;8087;;2323;3851;15581
2020;jan;RIKB 25 0612;1085;13088;46999;9812;;1068;3064;16615
2020;jan;RIKB 28 1115;3341;6338;32055;4213;;255;2817;18813
2020;jan;RIKB 31 0124;3831;4392;47883;5253;;114;1932;30932
2020;jan;RIKS 21 0414;23427;16519;13798;2457;;2914;2184;904
2020;jan;RIKS 26 0216;5551;8147;3601;4205;;603;583;
2020;jan;RIKS 30 0701;12998;11625;45886;1506;;669;1490;3
2020;jan;RIKS 33 0321;12591;5311;10984;1047;;1445;842;1932
2020;jan;Víxlar alls;17700;2675;150;1000;;23;100;
2019;des;RIKB 20 0205;28508;10393;11756;4107;;749;1888;4705
2019;des;RIKB 21 0805;3235;5382;629;1021;;17;834;1600
2019;des;RIKB 22 1026;11641;15493;25746;6832;;2373;3329;15537
2019;des;RIKB 25 0612;4321;11675;46704;8923;;1092;2869;15918
2019;des;RIKB 28 1115;1835;7077;31460;4903;;257;2772;17860
2019;des;RIKB 31 0124;3043;4910;47940;5573;;114;1922;30975
2019;des;RIKS 21 0414;23451;15963;13850;2687;;2955;2343;904
2019;des;RIKS 26 0216;4621;8291;3289;4005;;606;583;
2019;des;RIKS 30 0701;12425;11902;46191;1407;;670;1474;3
2019;des;RIKS 33 0321;12640;5285;10963;1048;;1447;832;1938
2019;des;Víxlar alls;17700;2625;150;1050;;23;100;
2019;nóv;RIKB 20 0205;26660;13021;14078;4171;;749;2078;4705
2019;nóv;RIKB 21 0805;3006;3612;529;700;;;771;1600
2019;nóv;RIKB 22 1026;8324;15534;26248;6742;;2425;3534;18904
2019;nóv;RIKB 25 0612;6728;10981;46006;8403;;1092;2974;15916
2019;nóv;RIKB 28 1115;4915;7915;31230;4858;;266;2912;14137
2019;nóv;RIKB 31 0124;3955;5310;48481;5800;;114;2579;28299
2019;nóv;RIKS 21 0414;20604;16741;14348;2362;;3024;2433;2792
2019;nóv;RIKS 26 0216;5560;8592;3044;4005;;602;583;
2019;nóv;RIKS 30 0701;12768;11700;46283;1372;;672;1474;3
2019;nóv;RIKS 33 0321;12640;5281;10963;1025;;1453;827;1964
2019;nóv;Víxlar alls;17200;1925;400;;;23;100;
2019;okt;RIKB 20 0205;25508;13468;15246;4793;;749;2474;4953
2019;okt;RIKB 21 0805;1764;3011;;161;;;339;1600
2019;okt;RIKB 22 1026;8580;15173;26607;5721;;2373;3791;19153
2019;okt;RIKB 25 0612;7682;9990;46167;8958;;1167;2774;16164
2019;okt;RIKB 28 1115;5580;8267;30630;5098;;345;2912;13441
2019;okt;RIKB 31 0124;7474;5771;48550;6460;;114;2438;24530
2019;okt;RIKS 21 0414;20205;17113;14408;2362;;3090;2333;2792
2019;okt;RIKS 26 0216;5243;8552;3094;3920;;662;373;
2019;okt;RIKS 30 0701;12690;12791;46085;1348;;730;1474;4
2019;okt;RIKS 33 0321;12645;5296;10963;1005;;1453;827;1964
2019;okt;Víxlar alls;23300;2727;627;208;;292;154;
2019;sep;RIKB 20 0205;21712;13791;16094;5679;;755;2750;8661
2019;sep;RIKB 21 0805;1430;1830;;300;;;;
2019;sep;RIKB 22 1026;10676;15061;26510;5364;;2218;3821;18475
2019;sep;RIKB 25 0612;6544;9458;46354;9069;;1071;2719;17553
2019;sep;RIKB 28 1115;7002;8311;30580;4545;;355;3037;12642
2019;sep;RIKB 31 0124;6927;5655;49050;6269;;114;2192;24930
2019;sep;RIKS 21 0414;19591;17095;15142;2334;;3325;2273;2792
2019;sep;RIKS 26 0216;5589;8231;3094;3735;;671;473;
2019;sep;RIKS 30 0701;13020;12778;46083;1059;;731;1474;2
2019;sep;RIKS 33 0321;12595;5294;10959;1055;;1459;827;1964
2019;sep;Víxlar alls;21200;2227;427;208;;292;54;
2019;ágú;RIKB 20 0205;20560;16325;17807;5706;;770;3335;11632
2019;ágú;RIKB 22 1026;13365;13698;26590;5604;;2056;4206;15974
2019;ágú;RIKB 25 0612;5113;9676;46364;9031;;1064;2747;18122
2019;ágú;RIKB 28 1115;7144;7675;30930;3798;;447;1937;11843
2019;ágú;RIKB 31 0124;6498;5073;49906;5950;;114;2092;25404
2019;ágú;RIKS 21 0414;19043;17563;15019;2374;;3485;2292;2877
2019;ágú;RIKS 26 0216;5681;7181;3094;3028;;671;473;
2019;ágú;RIKS 30 0701;12864;12615;46201;979;;737;1574;2
2019;ágú;RIKS 33 0321;12595;5294;10954;1058;;1461;827;1964
2019;ágú;Víxlar alls;17200;1907;427;208;;292;54;
2019;júl;RIKB 20 0205;20194;17508;16985;5551;;960;3305;11632
2019;júl;RIKB 22 1026;14039;12725;26786;5530;;1835;4336;16343
2019;júl;RIKB 25 0612;4729;8395;46654;8521;;978;2747;19943
2019;júl;RIKB 28 1115;6606;7367;31080;4528;;524;1815;12004
2019;júl;RIKB 31 0124;4904;4505;49786;6505;;114;2087;27035
2019;júl;RIKS 21 0414;19349;17705;15083;2537;;3607;2095;2877
2019;júl;RIKS 26 0216;4746;7346;2944;2858;;581;613;
2019;júl;RIKS 30 0701;13003;12684;46277;900;;746;1574;2
2019;júl;RIKS 33 0321;12654;5179;10975;1083;;1469;825;1969
2019;júl;Víxlar alls;13200;1307;427;208;;292;54;
2019;jún;RIKB 20 0205;17280;18798;16481;6687;;1087;4065;11682
2019;jún;RIKB 22 1026;14002;13895;26296;5015;;1852;4246;16343
2019;jún;RIKB 25 0612;4715;8259;46753;8455;;978;2778;19978
2019;jún;RIKB 28 1115;6532;5775;31379;5031;;530;1672;11154
2019;jún;RIKB 31 0124;4462;4482;49956;6420;;114;2117;27035
2019;jún;RIKS 21 0414;18767;17531;15511;3151;;3598;2251;2194
2019;jún;RIKS 26 0216;5120;7810;2844;2951;;581;583;
2019;jún;RIKS 30 0701;12934;12300;46385;1039;;796;1574;2
2019;jún;RIKS 33 0321;12721;4993;10975;1178;;1486;825;1975
2019;jún;Víxlar alls;9100;902;227;208;;269;54;
2019;maí;RIKB 20 0205;15420;20254;17167;6878;;1093;4246;11018
2019;maí;RIKB 22 1026;12969;14474;26994;4654;;1864;4323;16021
2019;maí;RIKB 25 0612;6204;8182;46888;6738;;897;2643;19965
2019;maí;RIKB 28 1115;6120;5929;30779;4743;;539;1472;11141
2019;maí;RIKB 31 0124;3124;3842;48935;5696;;114;1269;31691
2019;maí;RIKS 21 0414;18631;16727;16011;3993;;3746;2251;2194
2019;maí;RIKS 26 0216;5031;6744;2344;2451;;583;583;
2019;maí;RIKS 30 0701;12547;12384;46382;1052;;796;1539;2
2019;maí;RIKS 33 0321;12657;4980;10975;1178;;1564;825;1975
2019;maí;Víxlar alls;9900;1112;120;55;;252;30;
2019;apr;RIKB 20 0205;15253;19857;17219;7415;;1416;4175;10840
2019;apr;RIKB 22 1026;11750;14211;27529;5238;;1638;4864;16020
2019;apr;RIKB 25 0612;5853;8199;47108;6824;;895;2843;19790
2019;apr;RIKB 28 1115;5864;6839;31178;4005;;361;902;11141
2019;apr;RIKB 31 0124;1934;3865;49065;5356;;122;1209;33391
2019;apr;RIKS 21 0414;17755;17539;16145;4320;;4331;2341;1944
2019;apr;RIKS 26 0216;4443;6005;2384;2251;;417;453;
2019;apr;RIKS 30 0701;12176;12445;46921;985;;704;1439;2
2019;apr;RIKS 33 0321;12669;4941;10972;1078;;1661;822;2008
2019;apr;Víxlar alls;3500;390;;;;20;1930;
2019;mar;RIKB 20 0205;17983;20555;17325;9280;;1702;4725;4766
2019;mar;RIKB 22 1026;10922;13858;28669;4880;;1567;5171;15932
2019;mar;RIKB 25 0612;4296;8720;47848;6375;;1082;2833;20559
2019;mar;RIKB 28 1115;3245;4868;31121;2594;;280;645;12854
2019;mar;RIKB 31 0124;2263;3839;49565;4762;;122;963;33377
2019;mar;RIKS 21 0414;16401;17817;16192;4744;;4352;2524;388
2019;mar;RIKS 26 0216;5219;5032;2247;2538;;414;493;
2019;mar;RIKS 30 0701;12969;12265;46739;1195;;659;1344;2
2019;mar;RIKS 33 0321;12699;4900;10938;1056;;1724;802;2032
2019;mar;Víxlar alls;3500;390;;;;20;1930;
2019;feb;RIKB 20 0205;14647;21848;18073;10406;;1747;4647;4682
2019;feb;RIKB 22 1026;14527;13675;28363;5284;;1323;5278;12900
2019;feb;RIKB 25 0612;5497;8632;48013;6396;;927;2753;19599
2019;feb;RIKB 28 1115;1882;5356;34338;1684;;93;997;11355
2019;feb;RIKB 31 0124;1705;3097;52775;4004;;122;1011;31877
2019;feb;RIKS 21 0414;16083;17909;16262;5149;;4566;2643;388
2019;feb;RIKS 26 0216;4282;4843;2247;2698;;400;433;
2019;feb;RIKS 30 0701;13141;11793;47371;767;;578;1122;0
2019;feb;RIKS 33 0321;13181;5007;10713;785;;1717;714;2036
2019;feb;Víxlar alls;11900;711;;;;20;2009;129
2019;jan;RIKB 19 0226;3890;9349;5841;1524;;2654;639;25386
2019;jan;RIKB 20 0205;16675;19647;18573;9859;;1657;4977;4650
2019;jan;RIKB 22 1026;12500;13020;30306;6034;;1061;5386;12791
2019;jan;RIKB 25 0612;5190;8551;48011;6963;;751;2703;19599
2019;jan;RIKB 28 1115;3753;4796;33247;1408;;93;1047;11074
2019;jan;RIKB 31 0124;1525;3517;52965;3844;;122;941;31627
2019;jan;RIKS 21 0414;16744;17434;16522;4231;;4520;2633;384
2019;jan;RIKS 26 0216;3961;4553;2173;1503;;147;251;
2019;jan;RIKS 30 0701;12838;12025;47537;769;;572;1131;0
2019;jan;RIKS 33 0321;12657;4564;8159;744;;1740;584;5725
2019;jan;Víxlar alls;8400;400;;;;20;2009;129
2018;des;RIKB 19 0226;4347;10303;5965;2345;;2666;1054;25388
2018;des;RIKB 20 0205;18170;19453;19603;7500;;1716;4946;4650
2018;des;RIKB 22 1026;13490;13304;29797;5897;;942;4788;12790
2018;des;RIKB 25 0612;3664;7317;48048;6213;;722;2868;18801
2018;des;RIKB 28 1115;3362;5266;32977;1115;;129;1160;11059
2018;des;RIKB 31 0124;1250;3505;53501;3709;;226;836;31264
2018;des;RIKS 21 0414;15654;18023;17049;4138;;4630;2849;384
2018;des;RIKS 26 0216;2861;3610;1633;1253;;152;251;
2018;des;RIKS 30 0701;12137;12551;48016;746;;557;1135;0
2018;des;RIKS 33 0321;12657;4021;8652;752;;1779;584;5728
2018;des;Víxlar alls;8400;400;;;;20;2009;129
2018;nóv;RIKB 19 0226;3406;10585;6729;3634;;2695;679;25388
2018;nóv;RIKB 20 0205;16807;20423;20514;7275;;1672;4715;4632
2018;nóv;RIKB 22 1026;15938;12138;29596;5870;;922;4214;12780
2018;nóv;RIKB 25 0612;3133;7937;48383;5811;;722;2823;18799
2018;nóv;RIKB 28 1115;2328;5564;34092;854;;152;1272;10757
2018;nóv;RIKB 31 0124;895;3453;54531;3566;;226;806;31264
2018;nóv;RIKS 21 0414;16063;18705;17209;4036;;4593;2776;390
2018;nóv;RIKS 26 0216;3322;1950;1429;855;;86;20;
2018;nóv;RIKS 30 0701;12831;12512;47565;625;;564;1125;0
2018;nóv;RIKS 33 0321;12657;3116;8605;775;;1792;490;6737
2018;nóv;Víxlar alls;8400;400;;;;20;2009;129
2018;okt;RIKB 19 0226;3660;10896;6529;3615;;2700;679;25437
2018;okt;RIKB 20 0205;15323;20027;21384;8511;;1474;9616;4711
2018;okt;RIKB 22 1026;15563;11862;30316;6014;;1024;11338;12411
2018;okt;RIKB 25 0612;3560;8209;48573;5306;;727;11789;18799
2018;okt;RIKB 28 1115;2832;4884;33826;1382;;248;1420;10504
2018;okt;RIKB 31 0124;1634;2728;54567;3421;;226;2295;31264
2018;okt;RIKS 21 0414;15718;19072;17662;3873;;4574;2835;390
2018;okt;RIKS 30 0701;12459;12787;47509;602;;565;1090;0
2018;okt;RIKS 33 0321;12590;3129;8576;844;;1806;490;6737
2018;okt;Víxlar alls;12400;707;414;117;;105;12;2051
2018;sep;RIKB 19 0226;2945;11249;7392;3315;;2672;755;25437
2018;sep;RIKB 20 0205;15619;19435;22676;7499;;1264;9636;4713
2018;sep;RIKB 22 1026;14518;12771;28368;7323;;1367;11632;12448
2018;sep;RIKB 25 0612;1512;8245;48723;5906;;754;12069;19554
2018;sep;RIKB 28 1115;3377;5857;32798;1985;;267;1945;8468
2018;sep;RIKB 31 0124;1893;3813;52812;3777;;226;2875;30218
2018;sep;RIKH 18 1009;7037;450;1965;;;;;75
2018;sep;RIKS 21 0414;15984;18384;18035;3479;;4664;2989;390
2018;sep;RIKS 30 0701;12336;12702;47327;819;;548;1180;0
2018;sep;RIKS 33 0321;12666;2810;8555;940;;1881;490;6830
2018;sep;Víxlar alls;12900;907;414;197;;105;12;2022
2018;ágú;RIKB 19 0226;3592;10801;7327;2579;;2668;755;25437
2018;ágú;RIKB 20 0205;10562;21274;25308;7178;;1246;10962;4713
2018;ágú;RIKB 22 1026;11151;13461;28558;7265;;1369;11226;12448
2018;ágú;RIKB 25 0612;1198;7772;49621;5963;;706;12199;19624
2018;ágú;RIKB 28 1115;4699;7624;28323;3833;;380;2529;7508
2018;ágú;RIKB 31 0124;1940;4271;51646;4502;;212;3025;29718
2018;ágú;RIKH 18 1009;7037;450;1965;;;;;75
2018;ágú;RIKS 21 0414;15530;17458;18193;3430;;4608;3075;375
2018;ágú;RIKS 30 0701;12769;12852;46665;795;;486;1145;0
2018;ágú;RIKS 33 0321;12691;3093;8278;980;;1966;302;6862
2018;ágú;Víxlar alls;9900;800;414;197;;112;12;1922
2018;júl;RIKB 19 0226;2171;11801;7292;2545;;2666;847;25437
2018;júl;RIKB 20 0205;11640;19908;25573;7428;;1249;10732;4713
2018;júl;RIKB 22 1026;7310;13555;28572;7268;;1459;11041;12443
2018;júl;RIKB 25 0612;1037;8069;49621;6013;;711;12089;19624
2018;júl;RIKB 28 1115;6649;9007;25479;3742;;292;2573;7108
2018;júl;RIKB 31 0124;2733;4508;51793;4577;;212;3015;29377
2018;júl;RIKH 18 1009;14037;450;1965;;;;;75
2018;júl;RIKS 21 0414;15663;16841;18752;3281;;4655;3098;375
2018;júl;RIKS 30 0701;12623;12980;46679;830;;480;1020;0
2018;júl;RIKS 33 0321;12910;3325;7874;966;;1942;228;6927
2018;júl;Víxlar alls;11100;1660;414;297;;250;12;1924
2018;jún;RIKB 19 0226;3878;12158;7676;2448;;2665;977;25482
2018;jún;RIKB 20 0205;11486;18575;24892;7110;;1251;10997;4587
2018;jún;RIKB 22 1026;7378;14238;28281;7072;;1482;10932;12364
2018;jún;RIKB 25 0612;1607;7479;49521;6140;;718;12194;19624
2018;jún;RIKB 28 1115;6494;9101;25215;4072;;399;2565;5950
2018;jún;RIKB 31 0124;1460;5382;51973;5107;;212;3105;28076
2018;jún;RIKH 18 1009;14037;450;1965;;;;;75
2018;jún;RIKS 21 0414;14711;16705;19476;3487;;4659;3200;376
2018;jún;RIKS 30 0701;13082;12941;46586;780;;478;895;0
2018;jún;RIKS 33 0321;12590;2910;6294;878;;1945;499;9056
2018;jún;Víxlar alls;11180;1480;414;297;;350;12;1924
2018;maí;RIKB 19 0226;3527;12114;7601;2374;;2632;977;26160
2018;maí;RIKB 20 0205;11350;18385;25368;7017;;1141;10845;4801
2018;maí;RIKB 22 1026;6528;14630;28466;7124;;1532;10794;12477
2018;maí;RIKB 25 0612;1261;7556;49638;6338;;773;12455;18842
2018;maí;RIKB 28 1115;5912;9701;24815;4776;;403;2587;5602
2018;maí;RIKB 31 0124;2003;5239;51768;5627;;212;3040;28076
2018;maí;RIKH 18 1009;14377;450;5865;;;;;75
2018;maí;RIKS 21 0414;13594;16368;20238;3408;;4767;2964;376
2018;maí;RIKS 30 0701;12794;13131;46486;674;;481;895;0
2018;maí;RIKS 33 0321;12690;2439;5960;1119;;1954;914;9096
2018;maí;Víxlar alls;9480;2240;;225;;443;;1924
2018;apr;RIKB 19 0226;4217;12426;7834;2129;;2635;1410;26247
2018;apr;RIKB 20 0205;9206;18228;24503;7610;;1368;10644;5506
2018;apr;RIKB 22 1026;5561;14350;27934;6364;;1602;10812;12777
2018;apr;RIKB 25 0612;2606;7155;49188;5874;;773;12324;18843
2018;apr;RIKB 28 1115;4586;10331;23665;4361;;316;2557;5557
2018;apr;RIKB 31 0124;1745;4999;53018;6417;;212;2900;27774
2018;apr;RIKH 18 1009;22691;450;7865;;;;;75
2018;apr;RIKS 21 0414;13319;16792;20705;3349;;4716;2529;383
2018;apr;RIKS 30 0701;12639;13884;46337;676;;467;909;0
2018;apr;RIKS 33 0321;12590;2043;5611;1417;;1968;1314;9230
2018;apr;Víxlar alls;7380;2710;;630;;870;208;1924
2018;mar;RIKB 19 0226;6597;12512;7114;2429;;2677;23257;26247
2018;mar;RIKB 20 0205;6811;17948;24793;8073;;1367;10646;5506
2018;mar;RIKB 22 1026;3415;13559;26707;6227;;1444;10572;12569
2018;mar;RIKB 25 0612;1283;7357;48873;5382;;787;12045;21347
2018;mar;RIKB 28 1115;5293;9923;22497;4114;;330;2497;5543
2018;mar;RIKB 31 0124;1694;4864;52918;6267;;213;2700;27774
2018;mar;RIKH 18 1009;22691;450;7865;;;;4705;75
2018;mar;RIKS 21 0414;12784;17177;21762;3570;;4690;2639;383
